,text,date,id,chat
5716_Crypto God_2021-11-01,dego/usdt.buy 9.3-8.8.targets 9.7-10.2-11-12.5-14-16-19.stop 8.1.👆👆.by @mega_crypto_admin..free trial from vip channel to public channel...https://www.tradingview.com/x/2hlovwdi,2021-11-01 05:05:47+00:00,-1001314235217,Crypto God
5715_Crypto God_2021-10-31,#storj + #qtum + #ar + #rlc  🔥🔥 unstoppable profits🤑🤑..amazing  ftx + binance  + bybit (spot + future) calls for were shared in vip channel🔥...storj.33% 🎯profit  .———————-.ar.140% 🎯profit by cross leverage.35% 🎯profit by 5x leverage  .7% 🎯profit by spot  .——————-.qtum.252% 🎯profit by cross leverage  .63% 🎯profit by 5x leverage .12.5% 🎯profit by spot  .————————.rlc.36% 🎯profit.————————...to join vip channel 👇.@mega_crypto_admin....signals were traded by auto trading bot cornix in vip channel,2021-10-31 14:13:07+00:00,-1001314235217,Crypto God
5714_Crypto God_2021-10-31,#btc + #eth + #blz + #dego + #slp 🔥🔥 unstoppable profits🤑🤑..amazing  ftx + binance  + bybit (spot + future) calls for were shared in vip channel🔥..blz.53% 🎯profit by 5x leverage .10% 🎯profit by spot  .——————-.eth.58% 🎯profit by cross leverage  .11.5% 🎯profit by 10x leverage .2% 🎯profit by spot  .————————.btc.128% 🎯profit by cross leverage .13% 🎯profit by 10x leverage   .————————.dego.22% 🎯profit by spot   .————————.slp.17% 🎯profit by spot   .————————...to join vip channel 👇.@mega_crypto_admin....signals were traded by auto trading bot cornix in vip channel,2021-10-31 07:12:49+00:00,-1001314235217,Crypto God
5713_Crypto God_2021-10-30,#alice + #theta + #hbar 🔥🔥 unstoppable profits🤑🤑..amazing  ftx + binance  + bybit (spot + future) calls for were shared in vip channel🔥...alice.525% 🎯profit by cross leverage .131% 🎯profit by 5x leverage .26% 🎯profit by spot  .——————-.hbar.251% 🎯profit by cross leverage  .62% 🎯profit by 5x leverage .12.5% 🎯profit by spot  .————————.theta.447% 🎯profit by cross leverage .119% 🎯profit by 5x leverage .22% 🎯profit by spot  .————————..to join vip channel 👇.@mega_crypto_admin....signals were traded by auto trading bot cornix in vip channel,2021-10-30 22:38:08+00:00,-1001314235217,Crypto God
5712_Crypto God_2021-10-30,#sand + #alice + #lrc + #dent 🔥🔥 unstoppable profits🤑🤑..amazing  ftx + binance  + bybit (spot + future) calls for were shared in vip channel🔥..39% 🎯profit for dent.36% 🎯profit for sand.34% 🎯profit for lrc.33% 🎯profit for alice...to join vip channel 👇.@mega_crypto_admin...signals were traded by auto trading bot cornix in vip channel,2021-10-30 13:18:29+00:00,-1001314235217,Crypto God
5711_Crypto God_2021-10-29,#shib + #chr + #bat + #bnb 🔥🔥 unstoppable profits🤑🤑..amazing  ftx + binance  + bybit (spot + future) calls for were shared in vip channel🔥...bat.330% 🎯profit by cross leverage .99% 🎯profit by 5x leverage .20% 🎯profit by spot  .——————-.shib.129% 🎯profit by cross leverage  .32% 🎯profit by 5x leverage .6.5% 🎯profit by spot  .————————.bnb.71% 🎯profit by cross leverage .17% 🎯profit by 5x leverage .3.5% 🎯profit by spot  .————————.chr.519% 🎯profit by cross leverage .104% 🎯profit by 4x leverage .26% 🎯profit by spot  .————————..to join vip channel 👇.@mega_crypto_admin....signals were traded by auto trading bot cornix in vip channel,2021-10-29 16:57:23+00:00,-1001314235217,Crypto God
5710_Crypto God_2021-10-29,#bat + #celo + #algo 🔥🔥 unstoppable profits🤑🤑..amazing  ftx + binance  + bybit (spot + future) calls for were shared in vip channel🔥...bat.169% 🎯profit by cross leverage  .57% 🎯profit by 5x leverage .11.5% 🎯profit by spot  .————————.algo.78% 🎯profit by cross leverage .19.5% 🎯profit by 5x leverage .4.6% 🎯profit by spot  .————————.celo..75% 🎯profit by cross leverage .19% 🎯profit by 5x leverage .4% 🎯profit by spot  .————————..to join vip channel 👇.@mega_crypto_admin....signals were traded by auto trading bot cornix in vip channel,2021-10-29 12:52:25+00:00,-1001314235217,Crypto God
5709_Crypto God_2021-10-28,#sand+ #lrc + #hnt + #matic  🔥🔥 unstoppable profits🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥..41% 🎯profit for sand.38% 🎯profit for lrc.35% 🎯profit for hnt.34% 🎯profit for matic..to join vip channel 👇.@mega_crypto_admin...signals were traded by auto trading bot cornix in vip channel,2021-10-28 20:21:58+00:00,-1001314235217,Crypto God
5708_Crypto God_2021-10-28,👆👆.#btc update..all this dump from 61k to 57500 was bought by whales in few minutes..be ready for bullrun of btc..by @mega_crypto_admin..._,2021-10-28 20:21:57+00:00,-1001314235217,Crypto God
5707_Crypto God_2021-10-28,👆offer is available for 4 members only,2021-10-28 17:56:41+00:00,-1001314235217,Crypto God
5706_Crypto God_2021-10-28,❗️ vip channel discount❗️..lifetime fees 280 usdt only✅..to join vip channel👇.@mega_crypto_admin..includes :.1-vip signals supported by auto trading bot cornix.2- vip chat discussion group.3-futures + spot calls.(ftx binance bitmex bybit deribit kucoin houbi coinbase)..6-8 calls everyday..93% accuracy rate..futures+ spot,2021-10-28 17:56:41+00:00,-1001314235217,Crypto God
5705_Crypto God_2021-10-28,#crv+ #ftm + enj  🔥🔥 unstoppable profits🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥..38% 🎯profit for enj.37% 🎯profit for ftm.37% 🎯profit for crv..to join vip channel 👇.@mega_crypto_admin....signals were traded by auto trading bot cornix in vip channel,2021-10-28 11:40:16+00:00,-1001314235217,Crypto God
5704_Crypto God_2021-10-28,#doge  🔥🔥 unstoppable profits🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥..259% 🎯profit by cross leverage  .64% 🎯profit by 5x leverage .13% 🎯profit by spot...to join vip channel 👇.@mega_crypto_admin....signals were traded by auto trading bot cornix in vip channel,2021-10-28 07:21:32+00:00,-1001314235217,Crypto God
5703_Crypto God_2021-10-26,#dent + #band + #gala + #rsr  🔥🔥 unstoppable profits🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥...dent.162% 🎯profit by cross leverage  .40% 🎯profit by 5x leverage .8% 🎯profit by spot  .————————.band.192% 🎯profit by cross leverage .48% 🎯profit by 5x leverage .9.5% 🎯profit by spot  .————————.gala.33% 🎯profit within 3 hours.————————.rsr.35% 🎯profit within 6 hours .————————...to join vip channel 👇.@mega_crypto_admin....signals were traded by auto trading bot cornix in vip channel,2021-10-26 21:38:44+00:00,-1001314235217,Crypto God
5702_Crypto God_2021-10-26,👆4 slots only left,2021-10-26 16:46:50+00:00,-1001314235217,Crypto God
5700_Crypto God_2021-10-26,❗️ vip channel discount❗️..lifetime fees 280 usdt only✅..to join vip channel👇.@mega_crypto_admin..includes :.1-vip signals supported by auto trading bot cornix.2- vip chat discussion group.3-futures + spot calls.(ftx binance bitmex bybit deribit kucoin houbi coinbase)..6-8 calls everyday..93% accuracy rate..futures+ spot,2021-10-26 15:37:28+00:00,-1001314235217,Crypto God
5699_Crypto God_2021-10-26,#atom + #ftm + #celo + #aave  🔥🔥 unstoppable profits🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥...ftm.484% 🎯profit by cross leverage  .112% 🎯profit by 5x leverage .22% 🎯profit by spot  .————————.celo.230% 🎯profit by cross leverage .34% 🎯profit by 3x leverage .11.5% 🎯profit by spot  .————————.aave.113% 🎯profit by cross leverage  .56% 🎯profit by 10x leverage .5.6% 🎯profit by spot  .————————.theta.247% 🎯profit by cross leverage .61% 🎯profit by 5x leverage .12.5% 🎯profit by spot.————————...to join vip channel 👇.@mega_crypto_admin....signals were traded by auto trading bot cornix in vip channel,2021-10-26 12:12:42+00:00,-1001314235217,Crypto God
5698_Crypto God_2021-10-26,#ftm on fire 🔥..our entry was 2$ ..now 3.4$ 😍🎯,2021-10-26 12:12:42+00:00,-1001314235217,Crypto God
5697_Crypto God_2021-10-26,#algo + #c98 + #vet + #unfi  🔥🔥 insane profits🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥..————————.algo.222% 🎯profit by cross leverage .111% 🎯profit by 10x leverage .11% 🎯profit by spot  .————————.c98.138% 🎯profit by cross leverage  .34% 🎯profit by 5x leverage .7% 🎯profit by spot  .————————.vet.184% 🎯profit by cross leverage  .92 🎯profit by 10x leverage .9.2% 🎯profit by spot  .————————.unfi.42% 🎯profit by 5x leverage .8.5% 🎯profit by spot.————————...to join vip channel 👇.@mega_crypto_admin....signals were traded by auto trading bot cornix in vip channel,2021-10-26 12:12:41+00:00,-1001314235217,Crypto God
5696_Crypto God_2021-10-26,👆.#ftm amazing signal was shared from vip to public channel..hit all targets 3.19$✅...profit 550%🎯 by 10x leverage.profit 55%🎯 by spot...to join vip channel contact.👇.@mega_crypto_admin..i hope you enjoyed my free vip trial...signal link+ chart👇.https://t.me/mega_cryptoo/7172,2021-10-26 12:12:41+00:00,-1001314235217,Crypto God
5695_Crypto God_2021-10-26,#lit + #celo + #xmr  🔥🔥 insane profits🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥. .#lit.50% 🎯profit by 5x leverage .10% 🎯profit by spot  ..#xmr.156% 🎯profit by cross leverage  .39% 🎯profit by 5x leverage .8% 🎯profit by spot  ..#celo.148% 🎯profit by cross leverage  .16% 🎯profit by 3x leverage .5.5% 🎯profit by spot  ...to join vip channel 👇.@mega_crypto_admin....signals were traded by auto trading bot cornix in vip channel,2021-10-26 12:12:40+00:00,-1001314235217,Crypto God
5694_Crypto God_2021-10-25,#doge + #ftm + #akro  🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥..33% 🎯profit for doge.33% 🎯profit for akro.37% 🎯profit for ftm...to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-25 08:44:11+00:00,-1001314235217,Crypto God
5693_Crypto God_2021-10-24,#one + #xmr  🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥..36% 🎯profit for one.34% 🎯profit for xmr...to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-24 06:50:23+00:00,-1001314235217,Crypto God
5692_Crypto God_2021-10-23,👆my targets for btc  eth and alts ..by @mega_crypto_admin..._,2021-10-23 16:35:12+00:00,-1001314235217,Crypto God
5691_Crypto God_2021-10-23,avax..85 then 133 then 289.---------..dot..70 then 128 then 233.-------..xrp..2.8 then 6.7 then 13.6.-------..etc..88 then 135 then 266.------..matic ..2.5 then 4.88 then 10.5..------..ltc ..570 then 888 then 1666.-----..eth ..5555 then 7777 then 11111..----..btc..80k then 105k then 140k,2021-10-23 16:35:12+00:00,-1001314235217,Crypto God
5690_Crypto God_2021-10-23,#c98 + #link  🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥..#c98.55% 🎯profit by cross leverage   .13% 🎯profit by 5x leverage   .3% 🎯profit in spot ..#link.33% 🎯profit by cross leverage   ...to join vip channel 👇.@mega_crypto_admin...signals were traded by auto trading bot cornix in vip channel,2021-10-23 15:37:40+00:00,-1001314235217,Crypto God
5689_Crypto God_2021-10-23,#axs + #akro + #crv 🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥..37% 🎯profit in crv  .35% 🎯profit in axs  .32% 🎯profit in akro ..to join vip channel 👇.@mega_crypto_admin...signals were traded by auto trading bot cornix in vip channel,2021-10-23 06:31:34+00:00,-1001314235217,Crypto God
5688_Crypto God_2021-10-22,👆.#ftm amazing signal was shared from vip to public channel..hit 1+2 targets 2.65$✅...profit 150%🎯 by 10x leverage.profit 15%🎯 by spot...to join vip channel contact.👇.@mega_crypto_admin..i hope you enjoyed my free vip trial...signal link+ chart👇.https://t.me/mega_cryptoo/7172,2021-10-22 20:45:24+00:00,-1001314235217,Crypto God
5687_Crypto God_2021-10-22,#theta + #dot + #ray 🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥..78% 🎯profit in dot  .45% 🎯profit in theta  .36% 🎯profit in ray ..to join vip channel 👇.@mega_crypto_admin...signals were traded by auto trading bot cornix in vip channel,2021-10-22 13:07:56+00:00,-1001314235217,Crypto God
5686_Crypto God_2021-10-22,#sol + #grt + #rune 🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥..82% 🎯profit in sol  .38% 🎯profit in grt  .38% 🎯profit in rune ..to join vip channel 👇.@mega_crypto_admin...signals were traded by auto trading bot cornix in vip channel,2021-10-22 08:17:24+00:00,-1001314235217,Crypto God
5684_Crypto God_2021-10-21,❗️ vip channel discount❗️..lifetime fees 280 usdt only✅..to join vip channel👇.@mega_crypto_admin..includes :.1-vip signals supported by auto trading bot cornix.2- vip chat discussion group.3-futures + spot calls.(ftx binance bitmex bybit deribit kucoin houbi coinbase)..6-8 calls everyday..93% accuracy rate..futures+ spot,2021-10-21 11:01:50+00:00,-1001314235217,Crypto God
5683_Crypto God_2021-10-21,#grt + #tomo + #ar 🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥..43% 🎯profit in grt  .40% 🎯profit in ar  .38% 🎯profit in tomo ..to join vip channel 👇.@mega_crypto_admin...signals were traded by auto trading bot cornix in vip channel,2021-10-21 11:01:50+00:00,-1001314235217,Crypto God
5682_Crypto God_2021-10-21,#eth + #sol 🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥. .#eth.447% 🎯profit by cross leverage  .134% 🎯profit by 15x leverage .9% 🎯profit by spot  ..#sol.257% 🎯profit by cross leverage  .38% 🎯profit by 3x leverage .13% 🎯profit by spot  ...to join vip channel 👇.@mega_crypto_admin....signals were traded by auto trading bot cornix in vip channel,2021-10-21 11:01:49+00:00,-1001314235217,Crypto God
5681_Crypto God_2021-10-20,#dot + #sol + #chr + #bnb  🔥🔥 insane profits🤑🤑..amazing  ftx + binance (spot + future) calls for were shared in vip channel🔥. .#sol.259% 🎯profit by cross leverage  .38% 🎯profit by 3x leverage .13% 🎯profit by spot  ..#dot.169% 🎯profit by cross leverage  .84% 🎯profit by 10x leverage .8.4% 🎯profit by spot  ..#chr.110% 🎯profit by cross leverage  .22% 🎯profit by 4x leverage .5.5% 🎯profit by spot  ..#bnb.30% 🎯profit by cross leverage  .7.5% 🎯profit by 5x leverage .1.5% 🎯profit by spot  ....to join vip channel 👇.@mega_crypto_admin....signals were traded by auto trading bot cornix in vip channel,2021-10-20 21:59:48+00:00,-1001314235217,Crypto God
5680_Crypto God_2021-10-20,👆👆.vip members feedback + profits🤑..to join vip👇..@mega_crypto_admin..._,2021-10-20 21:07:23+00:00,-1001314235217,Crypto God
5679_Crypto God_2021-10-20,,2021-10-20 20:47:33+00:00,-1001314235217,Crypto God
5678_Crypto God_2021-10-20,,2021-10-20 20:47:32+00:00,-1001314235217,Crypto God
5677_Crypto God_2021-10-20,,2021-10-20 20:47:32+00:00,-1001314235217,Crypto God
5676_Crypto God_2021-10-20,,2021-10-20 20:47:31+00:00,-1001314235217,Crypto God
5675_Crypto God_2021-10-20,,2021-10-20 20:47:31+00:00,-1001314235217,Crypto God
5674_Crypto God_2021-10-20,,2021-10-20 20:47:30+00:00,-1001314235217,Crypto God
5673_Crypto God_2021-10-20,,2021-10-20 20:47:30+00:00,-1001314235217,Crypto God
5672_Crypto God_2021-10-20,#ltc  🔥🔥..amazing  ftx + binance (spot + future) call for was shared in vip channel🔥.hit 1+2+3 targets successfully..from 190 to 207 ✅. .106% 🎯profit by cross 20x leverage  .53% 🎯profit by 10x leverage  isolated.5.5% 🎯profit by spot  ...to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-20 20:45:33+00:00,-1001314235217,Crypto God
5671_Crypto God_2021-10-20,#btc  🔥🔥..amazing  ftx + binance (spot + future) call for was shared in vip channel🔥.hit 1+2+3 targets successfully..from 64100 to 66666$ ✅. .242% 🎯profit by cross 100x leverage  .24% 🎯profit by 20x leverage  isolated.3% 🎯profit by spot  ...to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel..we caught all btc movements in vip channel😎,2021-10-20 17:53:46+00:00,-1001314235217,Crypto God
5670_Crypto God_2021-10-20,👆👆.did you buy #btc btc at 61k according to our signal ..price now 66k✅..to join vip channel contact .@mega_crypto_admin..i hope you enjoyed my free vip trial...signal link + chart👇.https://t.me/mega_cryptoo/7219,2021-10-20 17:53:46+00:00,-1001314235217,Crypto God
5669_Crypto God_2021-10-20,#near ..amazing  ftx + binance (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .35% 🎯profit within 6 hours ..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-20 10:38:09+00:00,-1001314235217,Crypto God
5668_Crypto God_2021-10-20,#1inch ..amazing  ftx + binance (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .43% 🎯profit within 25 hours ..signals were traded by auto trading bot cornix in vip channel,2021-10-20 10:38:08+00:00,-1001314235217,Crypto God
5667_Crypto God_2021-10-20,#hbar ..amazing  ftx + binance (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .32% 🎯profit within 4 hours ..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-20 05:25:53+00:00,-1001314235217,Crypto God
5666_Crypto God_2021-10-20,#tomo ..amazing  ftx + binance (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .38% 🎯profit within 12 hours ..signals were traded by auto trading bot cornix in vip channel,2021-10-20 05:25:52+00:00,-1001314235217,Crypto God
5665_Crypto God_2021-10-19,#btc hit 64k✅  🚀..enjoy👌.by @mega_crypto_admin..signal link + chart 👇.https://t.me/mega_cryptoo/7219,2021-10-19 20:07:50+00:00,-1001314235217,Crypto God
5664_Crypto God_2021-10-19,#ksm ..amazing  ftx + binance (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .39% 🎯profit within 17 hours ..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-19 14:13:30+00:00,-1001314235217,Crypto God
5663_Crypto God_2021-10-19,#celr ..amazing  (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .34% 🎯profit within 2 hours ..signals were traded by auto trading bot cornix in vip channel,2021-10-19 14:13:30+00:00,-1001314235217,Crypto God
5662_Crypto God_2021-10-19,👆.#inj amazing signal was shared from vip to public channel..hit 1+2 target 14$✅..profit 18.6%🎯..to join vip channel contact.👇.@mega_crypto_admin..i hope you enjoyed my free vip trial...signal link+ chart👇.https://t.me/mega_cryptoo/7204,2021-10-19 13:05:06+00:00,-1001314235217,Crypto God
5661_Crypto God_2021-10-19,#reef ..amazing  ftx + binance (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .36% 🎯profit within 10 hours ..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-19 09:56:13+00:00,-1001314235217,Crypto God
5660_Crypto God_2021-10-19,👆..spot reserve of btc in exchanges is in sharp decrease ..means if whales want to buy btc in exchanges they will not find enough sell walls = (they will pump it to buy ) 😎😎..and there are some noobs in other channels call to sell btc 😂..hold your btc bags dont sell at all..by @mega_crypto_admin...chart also is very bullish in technical analysis and fundamentals too 💪.https://www.tradingview.com/x/g8kjb7ai,2021-10-19 09:13:55+00:00,-1001314235217,Crypto God
5659_Crypto God_2021-10-19,👆.#ftm amazing signal was shared from vip to public channel..hit 1st target 2.45$✅...profit 263%🎯 by cross leverage.profit 58%🎯 by 5x leverage.profit 11.5%🎯 by spot...to join vip channel contact.👇.@mega_crypto_admin..i hope you enjoyed my free vip trial...signal link+ chart👇.https://t.me/mega_cryptoo/7172,2021-10-19 07:21:33+00:00,-1001314235217,Crypto God
5658_Crypto God_2021-10-18,#btc update.. im very bullish even if there is a small possible correction -5 or 12% ..buy zones 61-55k..next targets are 65-69-75-85k and then 120k..by @mega_crypto_admin..hold your bags of btc..https://www.tradingview.com/x/g8kjb7ai,2021-10-18 15:34:16+00:00,-1001314235217,Crypto God
5657_Crypto God_2021-10-18,#ankr  🔥🔥..amazing (spot + future) call for was shared in vip channel🔥.hit 1+2+3 targets successfully. .40% 🎯profit by 3x leverage  .13.6% 🎯profit by spot..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-18 14:48:23+00:00,-1001314235217,Crypto God
5656_Crypto God_2021-10-18,#doge  🔥🔥..amazing  ftx + binance (spot + future) call for was shared in vip channel🔥.hit 1st targets successfully. .174% 🎯profit by cross leverage  .43% 🎯profit by 5x leverage  .9% 🎯profit by spot  ...to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-18 09:24:29+00:00,-1001314235217,Crypto God
5655_Crypto God_2021-10-18,#inj amazing signal was shared from vip to public channel..hit 1st target 12.7$✅..profit 6%🎯..to join vip channel contact.👇.@mega_crypto_admin..i hope you enjoyed my free vip trial...signal link+ chart👇.https://t.me/mega_cryptoo/7204,2021-10-18 08:31:14+00:00,-1001314235217,Crypto God
5654_Crypto God_2021-10-18,#btc  🔥🔥..amazing  ftx + binance (spot + future) call for was shared in vip channel🔥.hit 1+2 targets successfully..from 60600 to 62400$ ✅. .205% 🎯profit by cross leverage  .41% 🎯profit by 20x leverage  .2% 🎯profit by spot  ...to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-18 05:48:31+00:00,-1001314235217,Crypto God
5653_Crypto God_2021-10-17,👆offer is available for 4 members only,2021-10-17 15:04:16+00:00,-1001314235217,Crypto God
5652_Crypto God_2021-10-17,❗️ vip channel discount❗️..lifetime fees 280 usdt only✅..to join vip channel👇.@mega_crypto_admin..includes :.1-vip signals supported by auto trading bot cornix.2- vip chat discussion group.3-futures + spot calls.(ftx binance bitmex bybit deribit kucoin houbi coinbase)..6-8 calls everyday..93% accuracy rate..futures+ spot,2021-10-17 12:52:41+00:00,-1001314235217,Crypto God
5651_Crypto God_2021-10-17,#ftm ..amazing  ftx + binance (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .33% 🎯profit within 3 hours ..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-17 10:31:58+00:00,-1001314235217,Crypto God
5650_Crypto God_2021-10-17,#keep ..amazing  (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .41% 🎯profit within 5 hours ..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-17 04:55:35+00:00,-1001314235217,Crypto God
5649_Crypto God_2021-10-16,❗️ vip channel discount❗️..lifetime fees 280 usdt only✅..to join vip channel👇.@mega_crypto_admin..includes :.1-vip signals supported by auto trading bot cornix.2- vip chat discussion group.3-futures + spot calls.(ftx binance bitmex bybit deribit kucoin houbi coinbase)..6-8 calls everyday..93% accuracy rate..futures+ spot,2021-10-16 13:34:48+00:00,-1001314235217,Crypto God
5648_Crypto God_2021-10-16,#link ..amazing ftx + binance (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .40% 🎯profit within 29 minutes ..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-16 10:26:14+00:00,-1001314235217,Crypto God
5647_Crypto God_2021-10-16,#tomo ..amazing ftx + binance (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .37% 🎯profit within 21 hours ..signals were traded by auto trading bot cornix in vip channel,2021-10-16 10:26:14+00:00,-1001314235217,Crypto God
5646_Crypto God_2021-10-16,#chr ..amazing ftx + binance (spot + future) call for was shared in vip channel🔥.hit 1+2 targets successfully. .343% 🎯profit by cross leverage .85% 🎯profit by 5x leverage .17% 🎯profit by spot..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-16 08:38:47+00:00,-1001314235217,Crypto God
5645_Crypto God_2021-10-16,#akro ..amazing (spot + future) call for was shared in vip channel🔥.hit 1+2+3 targets successfully. .83% 🎯profit by 4x leverage .20% 🎯profit by spot..signals were traded by auto trading bot cornix in vip channel,2021-10-16 08:38:47+00:00,-1001314235217,Crypto God
5644_Crypto God_2021-10-16,#lina ..amazing (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .38% 🎯profit within 8 hours ..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-16 04:33:44+00:00,-1001314235217,Crypto God
5643_Crypto God_2021-10-16,#akro ..amazing (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .35% 🎯profit within 13 hours ..signals were traded by auto trading bot cornix in vip channel,2021-10-16 04:33:43+00:00,-1001314235217,Crypto God
5642_Crypto God_2021-10-15,#tomo ..amazing (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .35% 🎯profit within 6 hours ..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-15 19:42:11+00:00,-1001314235217,Crypto God
5641_Crypto God_2021-10-15,#bal ..amazing (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .40% 🎯profit within 4 hours ..signals were traded by auto trading bot cornix in vip channel,2021-10-15 19:42:10+00:00,-1001314235217,Crypto God
5640_Crypto God_2021-10-15,#dodo ..amazing (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .34% 🎯profit within 2 hours ..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-15 16:11:26+00:00,-1001314235217,Crypto God
5639_Crypto God_2021-10-15,#gtc ..amazing (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .36% 🎯profit within 2 hours ...signals were traded by auto trading bot cornix in vip channel,2021-10-15 16:11:25+00:00,-1001314235217,Crypto God
5638_Crypto God_2021-10-15,👆.i hope you have listened to my advice and holded your bags of btc when it was 40k...chart link👇👇.https://t.me/mega_cryptoo/7073,2021-10-15 14:19:27+00:00,-1001314235217,Crypto God
5637_Crypto God_2021-10-15,#keep ..amazing (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .38% 🎯profit within 2 minutes..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-15 14:19:27+00:00,-1001314235217,Crypto God
5636_Crypto God_2021-10-15,#blz ..amazing binance (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .36% 🎯profit within 2 hours..signals were traded by auto trading bot cornix in vip channel,2021-10-15 14:19:26+00:00,-1001314235217,Crypto God
5635_Crypto God_2021-10-15,#skl ..amazing ftx + binance (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .38% 🎯profit within 11 hours  ..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-15 07:40:45+00:00,-1001314235217,Crypto God
5634_Crypto God_2021-10-15,#drep ..amazing spot call for was shared in vip channel🔥.hit 1+2 targets successfully. .9% 🎯profit..signals were traded by auto trading bot cornix in vip channel,2021-10-15 07:40:44+00:00,-1001314235217,Crypto God
5633_Crypto God_2021-10-14,#link ..amazing ftx + binance (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .35% 🎯profit within 7 hours  ..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-14 18:23:27+00:00,-1001314235217,Crypto God
5632_Crypto God_2021-10-14,#avax ..amazing ftx + binance (spot + future) call for was shared in vip channel🔥.hit all targets successfully. .35% 🎯profit within 2 hours  ..signals were traded by auto trading bot cornix in vip channel,2021-10-14 18:23:27+00:00,-1001314235217,Crypto God
5631_Crypto God_2021-10-14,#waves ..amazing ftx + binance (spot + future) call for was shared in vip channel🔥.hit almost 3 targets successfully. .538% 🎯profit by cross leverage  .134% 🎯profit by 5x leverage  .26% 🎯profit by spot  ..to join vip channel 👇.@mega_crypto_admin..signals were traded by auto trading bot cornix in vip channel,2021-10-14 15:53:54+00:00,-1001314235217,Crypto God
